,PassengerId,Survived,Pclass,Sex,SibSp,Parch,Fare,Embarked,Title,PassengerType
572,573,1,1,1,0,0,26.3875,1,1,4
573,574,1,3,0,0,0,7.75,3,1,2
574,575,0,3,1,0,0,8.05,1,1,3
575,576,0,3,1,0,0,14.5,1,1,4
576,577,1,2,0,0,0,13.0,1,1,4
577,578,1,1,0,1,0,55.9,1,1,4
578,579,0,3,0,1,0,14.4583,2,1,4
579,580,1,3,1,0,0,7.925,1,1,4
580,581,1,2,0,1,1,30.0,1,1,4
581,582,1,1,0,1,1,110.8833,2,1,4
582,583,0,2,1,0,0,26.0,1,1,4
583,584,0,1,1,0,0,40.125,2,1,4
584,585,0,3,1,0,0,8.7125,2,1,4
585,586,1,1,0,0,2,79.65,1,1,4
586,587,0,2,1,0,0,15.0,1,1,4
587,588,1,1,1,1,1,79.2,2,1,4
588,589,0,3,1,0,0,8.05,1,1,4
589,590,0,3,1,0,0,8.05,1,1,4
590,591,0,3,1,0,0,7.125,1,1,4
591,592,1,1,0,1,0,78.2667,2,1,4
592,593,0,3,1,0,0,7.25,1,1,4
593,594,0,3,0,0,2,7.75,3,1,2
594,595,0,2,1,1,0,26.0,1,1,4
595,596,0,3,1,1,1,24.15,1,1,4
596,597,1,2,0,0,0,33.0,1,1,2
597,598,0,3,1,0,0,0.0,1,1,4
598,599,0,3,1,0,0,7.225,2,1,4
599,600,1,1,1,1,0,56.9292,2,4,4
600,601,1,2,0,2,1,27.0,1,1,4
601,602,0,3,1,0,0,7.8958,1,1,4
602,603,0,1,1,0,0,42.4,1,1,4
603,604,0,3,1,0,0,8.05,1,1,4
604,605,1,1,1,0,0,26.55,2,1,4
605,606,0,3,1,1,0,15.55,1,1,4
606,607,0,3,1,0,0,7.8958,1,1,4
607,608,1,1,1,0,0,30.5,1,1,4
608,609,1,2,0,1,2,41.5792,2,1,4
609,610,1,1,0,0,0,153.4625,1,1,4
610,611,0,3,0,1,5,31.275,1,1,4
611,612,0,3,1,0,0,7.05,1,1,4
612,613,1,3,0,1,0,15.5,3,1,2
613,614,0,3,1,0,0,7.75,3,1,4
614,615,0,3,1,0,0,8.05,1,1,4
615,616,1,2,0,1,2,65.0,1,1,4
616,617,0,3,1,1,1,14.4,1,1,4
617,618,0,3,0,1,0,16.1,1,1,4
618,619,1,2,0,2,1,39.0,1,1,2
619,620,0,2,1,0,0,10.5,1,1,4
620,621,0,3,1,1,0,14.4542,2,1,4
621,622,1,1,1,1,0,52.5542,1,1,4
622,623,1,3,1,1,1,15.7417,2,1,4
623,624,0,3,1,0,0,7.8542,1,1,4
624,625,0,3,1,0,0,16.1,1,1,4
625,626,0,1,1,0,0,32.3208,1,1,4
626,627,0,2,1,0,0,12.35,3,3,4
627,628,1,1,0,0,0,77.9583,1,1,4
628,629,0,3,1,0,0,7.8958,1,1,4
629,630,0,3,1,0,0,7.7333,3,1,4
630,631,1,1,1,0,0,30.0,1,1,5
631,632,0,3,1,0,0,7.0542,1,1,4
632,633,1,1,1,0,0,30.5,2,4,4
633,634,0,1,1,0,0,0.0,1,1,4
634,635,0,3,0,3,2,27.9,1,1,2
635,636,1,2,0,0,0,13.0,1,1,4
636,637,0,3,1,0,0,7.925,1,1,4
637,638,0,2,1,1,1,26.25,1,1,4
638,639,0,3,0,0,5,39.6875,1,1,4
639,640,0,3,1,1,0,16.1,1,1,4
640,641,0,3,1,0,0,7.8542,1,1,4
641,642,1,1,0,0,0,69.3,2,1,4
642,643,0,3,0,3,2,27.9,1,1,2
643,644,1,3,1,0,0,56.4958,1,1,4
644,645,1,3,0,2,1,19.2583,2,1,1
645,646,1,1,1,1,0,76.7292,2,1,4
646,647,0,3,1,0,0,7.8958,1,1,4
647,648,1,1,1,0,0,35.5,2,3,4
648,649,0,3,1,0,0,7.55,1,1,4
649,650,1,3,0,0,0,7.55,1,1,4
650,651,0,3,1,0,0,7.8958,1,1,4
651,652,1,2,0,0,1,23.0,1,1,4
652,653,0,3,1,0,0,8.4333,1,1,4
653,654,1,3,0,0,0,7.8292,3,1,2
654,655,0,3,0,0,0,6.75,3,1,4
655,656,0,2,1,2,0,73.5,1,1,4
656,657,0,3,1,0,0,7.8958,1,1,4
657,658,0,3,0,1,1,15.5,3,1,4
658,659,0,2,1,0,0,13.0,1,1,4
659,660,0,1,1,0,2,113.275,2,1,4
660,661,1,1,1,2,0,133.65,1,4,4
661,662,0,3,1,0,0,7.225,2,1,4
662,663,0,1,1,0,0,25.5875,1,1,4
663,664,0,3,1,0,0,7.4958,1,1,4
664,665,1,3,1,1,0,7.925,1,1,4
665,666,0,2,1,2,0,73.5,1,1,4
666,667,0,2,1,0,0,13.0,1,1,4
667,668,0,3,1,0,0,7.775,1,1,4
668,669,0,3,1,0,0,8.05,1,1,4
669,670,1,1,0,1,0,52.0,1,1,4
670,671,1,2,0,1,1,39.0,1,1,4
671,672,0,1,1,1,0,52.0,1,1,4
672,673,0,2,1,0,0,10.5,1,1,5
673,674,1,2,1,0,0,13.0,1,1,4
674,675,0,2,1,0,0,0.0,1,1,4
675,676,0,3,1,0,0,7.775,1,1,4
676,677,0,3,1,0,0,8.05,1,1,4
677,678,1,3,0,0,0,9.8417,1,1,4
678,679,0,3,0,1,6,46.9,1,1,4
679,680,1,1,1,0,1,512.3292,2,1,4
680,681,0,3,0,0,0,8.1375,3,1,2
681,682,1,1,1,0,0,76.7292,2,1,4
682,683,0,3,1,0,0,9.225,1,1,4
683,684,0,3,1,5,2,46.9,1,1,3
684,685,0,2,1,1,1,39.0,1,1,4
685,686,0,2,1,1,2,41.5792,2,1,4
686,687,0,3,1,4,1,39.6875,1,1,3
687,688,0,3,1,0,0,10.1708,1,1,4
688,689,0,3,1,0,0,7.7958,1,1,4
689,690,1,1,0,0,1,211.3375,1,1,3
690,691,1,1,1,1,0,57.0,1,1,4
691,692,1,3,0,0,1,13.4167,2,1,2
692,693,1,3,1,0,0,56.4958,1,1,4
693,694,0,3,1,0,0,7.225,2,1,4
694,695,0,1,1,0,0,26.55,1,3,4
695,696,0,2,1,0,0,13.5,1,1,4
696,697,0,3,1,0,0,8.05,1,1,4
697,698,1,3,0,0,0,7.7333,3,1,2
698,699,0,1,1,1,1,110.8833,2,1,4
699,700,0,3,1,0,0,7.65,1,1,4
700,701,1,1,0,1,0,227.525,2,1,4
701,702,1,1,1,0,0,26.2875,1,1,4
702,703,0,3,0,0,1,14.4542,2,1,4
703,704,0,3,1,0,0,7.7417,3,1,4
704,705,0,3,1,1,0,7.8542,1,1,4
705,706,0,2,1,0,0,26.0,1,1,4
706,707,1,2,0,0,0,13.5,1,1,4
707,708,1,1,1,0,0,26.2875,1,1,4
708,709,1,1,0,0,0,151.55,1,1,4
709,710,1,3,1,1,1,15.2458,2,2,2
710,711,1,1,0,0,0,49.5042,2,1,4
711,712,0,1,1,0,0,26.55,1,1,4
712,713,1,1,1,1,0,52.0,1,1,4
713,714,0,3,1,0,0,9.4833,1,1,4
714,715,0,2,1,0,0,13.0,1,1,4
715,716,0,3,1,0,0,7.65,1,1,4
716,717,1,1,0,0,0,227.525,2,1,4
717,718,1,2,0,0,0,10.5,1,1,4
718,719,0,3,1,0,0,15.5,3,1,4
719,720,0,3,1,0,0,7.775,1,1,4
720,721,1,2,0,0,1,33.0,1,1,2
721,722,0,3,1,1,0,7.0542,1,1,3
722,723,0,2,1,0,0,13.0,1,1,4
723,724,0,2,1,0,0,13.0,1,1,4
724,725,1,1,1,1,0,53.1,1,1,4
725,726,0,3,1,0,0,8.6625,1,1,4
726,727,1,2,0,3,0,21.0,1,1,4
727,728,1,3,0,0,0,7.7375,3,1,2
728,729,0,2,1,1,0,26.0,1,1,4
729,730,0,3,0,1,0,7.925,1,1,4
730,731,1,1,0,0,0,211.3375,1,1,4
731,732,0,3,1,0,0,18.7875,2,1,2
732,733,0,2,1,0,0,0.0,1,1,4
733,734,0,2,1,0,0,13.0,1,1,4
734,735,0,2,1,0,0,13.0,1,1,4
735,736,0,3,1,0,0,16.1,1,1,4
736,737,0,3,0,1,3,34.375,1,1,4
737,738,1,1,1,0,0,512.3292,2,1,4
738,739,0,3,1,0,0,7.8958,1,1,4
739,740,0,3,1,0,0,7.8958,1,1,4
740,741,1,1,1,0,0,30.0,1,1,4
741,742,0,1,1,1,0,78.85,1,1,4
742,743,1,1,0,2,2,262.375,2,1,4
743,744,0,3,1,1,0,16.1,1,1,4
744,745,1,3,1,0,0,7.925,1,1,4
745,746,0,1,1,1,1,71.0,1,3,5
746,747,0,3,1,1,1,20.25,1,1,3
747,748,1,2,0,0,0,13.0,1,1,4
748,749,0,1,1,1,0,53.1,1,1,4
749,750,0,3,1,0,0,7.75,3,1,4
750,751,1,2,0,1,1,23.0,1,1,2
751,752,1,3,1,0,1,12.475,1,2,2
752,753,0,3,1,0,0,9.5,1,1,4
753,754,0,3,1,0,0,7.8958,1,1,4
754,755,1,2,0,1,2,65.0,1,1,4
755,756,1,2,1,1,1,14.5,1,2,1
756,757,0,3,1,0,0,7.7958,1,1,4
757,758,0,2,1,0,0,11.5,1,1,4
758,759,0,3,1,0,0,8.05,1,1,4
760,761,0,3,1,0,0,14.5,1,1,4
761,762,0,3,1,0,0,7.125,1,1,4
762,763,1,3,1,0,0,7.2292,2,1,4
763,764,1,1,0,1,2,120.0,1,1,4
764,765,0,3,1,0,0,7.775,1,1,3
765,766,1,1,0,1,0,77.9583,1,1,4
766,767,0,1,1,0,0,39.6,2,4,0
767,768,0,3,0,0,0,7.75,3,1,4
768,769,0,3,1,1,0,24.15,3,1,4
769,770,0,3,1,0,0,8.3625,1,1,4
770,771,0,3,1,0,0,9.5,1,1,4
771,772,0,3,1,0,0,7.8542,1,1,4
772,773,0,2,0,0,0,10.5,1,1,4
773,774,0,3,1,0,0,7.225,2,1,4
774,775,1,2,0,1,3,23.0,1,1,4
775,776,0,3,1,0,0,7.75,1,1,4
776,777,0,3,1,0,0,7.75,3,1,4
777,778,1,3,0,0,0,12.475,1,1,2
778,779,0,3,1,0,0,7.7375,3,1,4
779,780,1,1,0,0,1,211.3375,1,1,4
780,781,1,3,0,0,0,7.2292,2,1,3
781,782,1,1,0,1,0,57.0,1,1,3
782,783,0,1,1,0,0,30.0,1,1,4
783,784,0,3,1,1,2,23.45,1,1,4
784,785,0,3,1,0,0,7.05,1,1,4
785,786,0,3,1,0,0,7.25,1,1,4
786,787,1,3,0,0,0,7.4958,1,1,4
787,788,0,3,1,4,1,29.125,3,2,2
788,789,1,3,1,1,2,20.575,1,2,1
789,790,0,1,1,0,0,79.2,2,1,4
790,791,0,3,1,0,0,7.75,3,1,4
791,792,0,2,1,0,0,26.0,1,1,3
792,793,0,3,0,8,2,69.55,1,1,2
793,794,0,1,1,0,0,30.6958,2,1,4
794,795,0,3,1,0,0,7.8958,1,1,4
795,796,0,2,1,0,0,13.0,1,1,4
796,797,1,1,0,0,0,25.9292,1,4,4
797,798,1,3,0,0,0,8.6833,1,1,4
798,799,0,3,1,0,0,7.2292,2,1,4
799,800,0,3,0,1,1,24.15,1,1,4
800,801,0,2,1,0,0,13.0,1,1,4
801,802,1,2,0,1,1,26.25,1,1,4
802,803,1,1,1,1,2,120.0,1,2,2
803,804,1,3,1,0,1,8.5167,2,2,1
804,805,1,3,1,0,0,6.975,1,1,4
805,806,0,3,1,0,0,7.775,1,1,4
806,807,0,1,1,0,0,0.0,1,1,4
807,808,0,3,0,0,0,7.775,1,1,4
808,809,0,2,1,0,0,13.0,1,1,4
809,810,1,1,0,1,0,53.1,1,1,4
810,811,0,3,1,0,0,7.8875,1,1,4
811,812,0,3,1,0,0,24.15,1,1,4
812,813,0,2,1,0,0,10.5,1,1,4
813,814,0,3,0,4,2,31.275,1,1,2
814,815,0,3,1,0,0,8.05,1,1,4
815,816,0,1,1,0,0,0.0,1,1,4
816,817,0,3,0,0,0,7.925,1,1,4
817,818,0,2,1,1,1,37.0042,2,1,4
818,819,0,3,1,0,0,6.45,1,1,4
819,820,0,3,1,3,2,27.9,1,2,2
820,821,1,1,0,1,1,93.5,1,1,4
821,822,1,3,1,0,0,8.6625,1,1,4
823,824,1,3,0,0,1,12.475,1,1,4
824,825,0,3,1,4,1,39.6875,1,2,2
825,826,0,3,1,0,0,6.95,3,1,4
826,827,0,3,1,0,0,56.4958,1,1,4
827,828,1,2,1,0,2,37.0042,2,2,1
828,829,1,3,1,0,0,7.75,3,1,4
830,831,1,3,0,1,0,14.4542,2,1,3
831,832,1,2,1,1,1,18.75,1,2,1
832,833,0,3,1,0,0,7.2292,2,1,4
833,834,0,3,1,0,0,7.8542,1,1,4
834,835,0,3,1,0,0,8.3,1,1,4
835,836,1,1,0,1,1,83.1583,2,1,4
836,837,0,3,1,0,0,8.6625,1,1,4
837,838,0,3,1,0,0,8.05,1,1,4
838,839,1,3,1,0,0,56.4958,1,1,4
839,840,1,1,1,0,0,29.7,2,1,4
840,841,0,3,1,0,0,7.925,1,1,4
841,842,0,2,1,0,0,10.5,1,1,3
842,843,1,1,0,0,0,31.0,2,1,4
843,844,0,3,1,0,0,6.4375,2,1,4
844,845,0,3,1,0,0,8.6625,1,1,3
845,846,0,3,1,0,0,7.55,1,1,4
846,847,0,3,1,8,2,69.55,1,1,4
847,848,0,3,1,0,0,7.8958,2,1,4
848,849,0,2,1,0,1,33.0,1,3,4
849,850,1,1,0,1,0,89.1042,2,1,4
850,851,0,3,1,4,2,31.275,1,2,2
851,852,0,3,1,0,0,7.775,1,1,5
852,853,0,3,0,1,1,15.2458,2,1,2
853,854,1,1,0,0,1,39.4,1,1,3
854,855,0,2,0,1,0,26.0,1,1,4
855,856,1,3,0,0,1,9.35,1,1,4
856,857,1,1,0,1,1,164.8667,1,1,4
857,858,1,1,1,0,0,26.55,1,1,4
858,859,1,3,0,0,3,19.2583,2,1,4
859,860,0,3,1,0,0,7.2292,2,1,4
860,861,0,3,1,2,0,14.1083,1,1,4
861,862,0,2,1,1,0,11.5,1,1,4
862,863,1,1,0,0,0,25.9292,1,1,4
863,864,0,3,0,8,2,69.55,1,1,2
864,865,0,2,1,0,0,13.0,1,1,4
865,866,1,2,0,0,0,13.0,1,1,4
866,867,1,2,0,1,0,13.8583,2,1,4
867,868,0,1,1,0,0,50.4958,1,1,4
868,869,0,3,1,0,0,9.5,1,1,4
869,870,1,3,1,1,1,11.1333,1,2,2
870,871,0,3,1,0,0,7.8958,1,1,4
871,872,1,1,0,1,1,52.5542,1,1,4
872,873,0,1,1,0,0,5.0,1,1,4
873,874,0,3,1,0,0,9.0,1,1,4
874,875,1,2,0,1,0,24.0,2,1,4
875,876,1,3,0,0,0,7.225,2,1,3
876,877,0,3,1,0,0,9.8458,1,1,4
877,878,0,3,1,0,0,7.8958,1,1,4
878,879,0,3,1,0,0,7.8958,1,1,4
879,880,1,1,0,0,1,83.1583,2,1,4
880,881,1,2,0,0,1,26.0,1,1,4
881,882,0,3,1,0,0,7.8958,1,1,4
882,883,0,3,0,0,0,10.5167,1,1,4
883,884,0,2,1,0,0,10.5,1,1,4
884,885,0,3,1,0,0,7.05,1,1,4
885,886,0,3,0,0,5,29.125,3,1,4
886,887,0,2,1,0,0,13.0,1,3,4
887,888,1,1,0,0,0,30.0,1,1,4
888,889,0,3,0,1,2,23.45,1,1,2
889,890,1,1,1,0,0,30.0,2,1,4
890,891,0,3,1,0,0,7.75,3,1,4
